product_id,category_code,brand
1002678,electronics.smartphone,meizu
1005083,electronics.smartphone,honor
3100722,appliances.kitchen.blender,braun
21403126,electronics.clocks,casio
21411485,electronics.clocks,armani
1307318,computers.notebook,hp
18300160,accessories.bag,continent
3700627,appliances.environment.vacuum,irobot
6400310,computers.components.cpu,intel
1401582,computers.desktop,avalon
5200095,computers.ebooks,pocketbook
12600084,appliances.kitchen.grill,scarlett
1480140,computers.desktop,neo
1801998,electronics.video.tv,artel
3600890,appliances.kitchen.washer,indesit
17800037,computers.desktop,dxracer
1200047,electronics.tablet,apple
5100612,electronics.clocks,jet
6301954,appliances.kitchen.kettle,willmark
1304579,computers.notebook,acer
2501557,appliances.kitchen.oven,asel
3600717,appliances.kitchen.washer,hotpoint-ariston
2501375,appliances.kitchen.oven,asel
2700199,appliances.kitchen.refrigerators,lg
2502185,appliances.kitchen.oven,gorenje
3800945,appliances.iron,redmond
5800450,electronics.audio.subwoofer,alpine
4803777,electronics.audio.headphone,sven
1004791,electronics.smartphone,xiaomi
6301418,appliances.kitchen.kettle,redmond
1701406,computers.peripherals.monitor,acer
1802114,electronics.video.tv,kivi
3800966,appliances.iron,elenberg
6200991,appliances.environment.air_heater,alteco
2701648,appliances.kitchen.refrigerators,indesit
6300886,appliances.kitchen.kettle,tefal
2800587,appliances.kitchen.refrigerators,indesit
29100091,appliances.personal.massager,carhome
3701447,appliances.environment.vacuum,xiaomi
18300604,accessories.bag,xiaomi
1307006,computers.notebook,acer
1307524,computers.notebook,asus
5801235,electronics.audio.subwoofer,pride
1004015,electronics.smartphone,samsung
6200712,appliances.environment.air_heater,oasis
29100095,appliances.personal.massager,casada
21400962,electronics.clocks,casio
4501395,appliances.kitchen.hob,bosch
6501006,computers.components.motherboard,asrock
2701834,appliances.kitchen.refrigerators,bosch
1003993,electronics.smartphone,vertex
1307193,computers.notebook,acer
2702546,appliances.kitchen.refrigerators,dauscher
3900878,appliances.environment.water_heater,thermex
2500444,appliances.kitchen.oven,ferre
3900694,appliances.environment.water_heater,ariston
1004648,electronics.smartphone,samsung
1201254,electronics.tablet,prestigio
3600999,appliances.kitchen.washer,samsung
5800860,electronics.audio.subwoofer,phantom
8800745,electronics.telephone,maxvi
2300306,electronics.camera.video,sony
1305213,computers.notebook,apple
4900365,appliances.kitchen.juicer,maunfeld
2501797,appliances.kitchen.oven,gefest
1004320,electronics.smartphone,xiaomi
3100161,appliances.kitchen.blender,braun
3700006,appliances.environment.vacuum,thomas
14300178,electronics.audio.music_tools.piano,roland
6200879,appliances.environment.air_heater,oasis
14300004,electronics.audio.music_tools.piano,casio
4803804,electronics.audio.headphone,sony
18900040,electronics.camera.photo,sony
5100728,electronics.clocks,aimoto
1307518,computers.notebook,dell
1201567,electronics.tablet,apple
3100072,appliances.kitchen.blender,philips
6800520,computers.components.hdd,hp
4200839,appliances.environment.air_conditioner,gree
1307598,computers.notebook,asus
3700344,appliances.environment.vacuum,vitek
30600101,appliances.environment.vacuum,stihl
5100912,electronics.clocks,wonlex
5801219,electronics.audio.subwoofer,kicx
9900408,electronics.video.projector,optoma
1002062,electronics.smartphone,samsung
18500020,electronics.tablet,wacom
11200505,appliances.personal.scales,xiaomi
6201174,appliances.environment.air_heater,polaris
18300990,accessories.bag,apple
4802271,electronics.audio.headphone,samsung
1801911,electronics.video.tv,samsung
18500022,electronics.tablet,wacom
1600282,computers.peripherals.printer,hp
5100709,electronics.clocks,aimoto
5801387,electronics.audio.subwoofer,pioneer
21407628,electronics.clocks,casio
21409317,electronics.clocks,casio
1500082,computers.peripherals.printer,epson
28401062,accessories.bag,karya
5200128,computers.ebooks,pocketbook
4804606,electronics.audio.headphone,xiaomi
1802054,electronics.video.tv,yasin
1307355,computers.notebook,asus
1004627,electronics.smartphone,inoi
1801847,electronics.video.tv,tcl
14100052,electronics.audio.acoustic,yamaha
2702309,appliances.kitchen.refrigerators,dauscher
1801874,electronics.video.tv,kivi
1480679,computers.desktop,hp
4801832,electronics.audio.headphone,sony
5000351,appliances.sewing_machine,janome
1004897,electronics.smartphone,huawei
2700239,appliances.kitchen.refrigerators,atlant
3700706,appliances.environment.vacuum,artel
3700951,appliances.environment.vacuum,bosch
3601475,appliances.kitchen.washer,lg
3700818,appliances.environment.vacuum,dyson
21411792,electronics.clocks,tissot
6600909,computers.components.memory,kingston
3801112,appliances.iron,braun
21405806,electronics.clocks,casio
1201491,electronics.tablet,bq
18200086,electronics.audio.acoustic,lg
17800210,computers.desktop,zeta
1004937,electronics.smartphone,vivo
1004738,electronics.smartphone,sony
21411381,electronics.clocks,versace
2701537,appliances.kitchen.refrigerators,almacom
21408685,electronics.clocks,casio
3600457,appliances.kitchen.washer,indesit
12600025,appliances.kitchen.grill,redmond
8700327,appliances.personal.hair_cutter,philips
1004975,electronics.smartphone,samsung
3100489,appliances.kitchen.blender,moulinex
3900776,appliances.environment.water_heater,artel
21400364,electronics.clocks,casio
14300207,electronics.audio.music_tools.piano,yamaha
1307492,computers.notebook,xiaomi
1005185,electronics.smartphone,samsung
4900346,appliances.kitchen.juicer,redmond
2800085,appliances.kitchen.refrigerators,atlant
100015032,electronics.smartphone,xiaomi
21404678,electronics.clocks,orient
2900512,appliances.kitchen.microwave,samsung
1401954,computers.desktop,evrika
10900305,appliances.kitchen.mixer,elenberg
5100875,electronics.clocks,samsung
1701392,computers.peripherals.monitor,acer
3800736,appliances.iron,redmond
1003525,electronics.smartphone,oneplus
3100560,appliances.kitchen.blender,braun
1480340,computers.desktop,hp
1201292,electronics.tablet,apple
21400135,electronics.clocks,casio
18300046,accessories.bag,hp
6301984,appliances.kitchen.kettle,dauscher
1500484,computers.peripherals.printer,canon
1480719,computers.desktop,hp
3701062,appliances.environment.vacuum,gorenje
3900435,appliances.environment.water_heater,electrolux
6200523,appliances.environment.air_heater,timberk
1005052,electronics.smartphone,tp-link
4802447,electronics.audio.headphone,jbl
1201429,electronics.tablet,bq
3700781,appliances.environment.vacuum,polaris
3700835,appliances.environment.vacuum,lg
28401403,accessories.bag,coccinelle
1002482,electronics.smartphone,meizu
28401111,accessories.bag,baden
3200497,appliances.kitchen.meat_grinder,panasonic
1306775,computers.notebook,lenovo
3601005,appliances.kitchen.washer,bosher
4502156,appliances.kitchen.hob,luxell
2501275,appliances.kitchen.oven,hansa
6701163,computers.components.videocards,msi
8800780,electronics.telephone,bq
1401563,computers.desktop,avalon
5800809,electronics.audio.subwoofer,pioneer
25900022,computers.components.cooler,ecocool
3700868,appliances.environment.vacuum,samsung
6801074,computers.components.hdd,apacer
3601138,appliances.kitchen.washer,artel
1306754,computers.notebook,hp
6201136,appliances.environment.air_heater,hyundai
5801322,electronics.audio.subwoofer,pioneer
17800474,computers.desktop,zeta
2702636,appliances.kitchen.refrigerators,electrolux
6600981,computers.components.memory,hyperx
4803776,electronics.audio.headphone,sven
22400046,electronics.audio.microphone,ritmix
1005229,electronics.smartphone,honor
1307340,computers.notebook,asus
8800811,electronics.telephone,texet
5800015,electronics.audio.subwoofer,mystery
2800012,appliances.kitchen.refrigerators,electrolux
6701042,computers.components.videocards,msi
6600471,computers.components.memory,kingston
2700984,appliances.kitchen.refrigerators,samsung
3100074,appliances.kitchen.blender,braun
5000251,appliances.sewing_machine,janome
3601503,appliances.kitchen.washer,candy
100010141,computers.desktop,pulser
3701457,appliances.environment.vacuum,dewalt
4803265,electronics.audio.headphone,marley
3701366,appliances.environment.vacuum,ilife
4802606,electronics.audio.headphone,sony
1701473,computers.peripherals.monitor,acer
18500041,electronics.tablet,huion
1801950,electronics.video.tv,sony
1005063,electronics.smartphone,nubia
28400920,accessories.bag,nexpero
5000083,appliances.sewing_machine,janome
36000076,appliances.kitchen.kettle,gipfel
4900088,appliances.kitchen.juicer,bosch
2900632,appliances.kitchen.microwave,samsung
5800925,electronics.audio.subwoofer,pioneer
5800350,electronics.audio.subwoofer,hertz
3000069,appliances.kitchen.steam_cooker,polaris
4500282,appliances.kitchen.hob,gefest
2702339,appliances.kitchen.refrigerators,lg
6200637,appliances.environment.air_heater,oasis
1307406,computers.notebook,lenovo
1480708,computers.desktop,pulser
9200311,computers.peripherals.keyboard,kingston
1004230,electronics.smartphone,apple
4801583,electronics.audio.headphone,kingston
1005032,electronics.smartphone,xiaomi
5100402,electronics.clocks,garmin
1201367,electronics.tablet,huawei
18900353,electronics.camera.photo,canon
3800816,appliances.iron,tefal
21401225,electronics.clocks,casio
3601171,appliances.kitchen.washer,shivaki
6801329,computers.components.hdd,transcend
18900063,electronics.camera.photo,canon
1801139,electronics.video.tv,yasin
3100146,appliances.kitchen.blender,philips
2702452,appliances.kitchen.refrigerators,dauscher
2500827,appliances.kitchen.oven,samsung
100005328,appliances.kitchen.blender,polaris
4804474,electronics.audio.headphone,xiaomi
1002484,electronics.smartphone,meizu
5800779,electronics.audio.subwoofer,kicx
45500000,computers.notebook,deepcool
10900338,appliances.kitchen.mixer,bosch
1005054,electronics.smartphone,tp-link
1801726,electronics.video.tv,harper
1480425,computers.desktop,smart
2800478,appliances.kitchen.refrigerators,kristal
4803186,electronics.audio.headphone,harper
11000097,appliances.kitchen.toster,bosch
1003877,electronics.smartphone,prestigio
8800750,electronics.telephone,maxvi
1307178,computers.notebook,hp
1307541,computers.notebook,asus
1480652,computers.desktop,asus
2402173,appliances.kitchen.hood,smeg
1201365,electronics.tablet,samsung
2701288,appliances.kitchen.refrigerators,samsung
2702340,appliances.kitchen.refrigerators,lg
4804128,electronics.audio.headphone,huawei
100003841,appliances.kitchen.refrigerators,midea
2701392,appliances.kitchen.refrigerators,lg
6301343,appliances.kitchen.kettle,galaxy
1801930,electronics.video.tv,saturn
6700727,computers.components.videocards,asus
4801315,electronics.audio.headphone,xiaomi
2500932,appliances.kitchen.oven,hansa
3200568,appliances.kitchen.meat_grinder,maxwell
21400508,electronics.clocks,casio
3100780,appliances.kitchen.blender,moulinex
9101034,computers.peripherals.mouse,logitech
1003285,electronics.smartphone,samsung
14300104,electronics.audio.music_tools.piano,casio
5100529,electronics.clocks,garmin
1306142,computers.notebook,dell
1004807,electronics.smartphone,xiaomi
100003812,appliances.kitchen.hood,midea
4803761,electronics.audio.headphone,samsung
18300809,accessories.bag,roncato
14300022,electronics.audio.music_tools.piano,casio
1305316,computers.notebook,dell
1005142,electronics.smartphone,apple
3701245,appliances.environment.vacuum,elenberg
3601214,appliances.kitchen.washer,samsung
1480771,computers.desktop,pulser
1401730,computers.desktop,hp
28401476,accessories.bag,karya
4501335,appliances.kitchen.hob,bosch
3601515,appliances.kitchen.washer,samsung
10900300,appliances.kitchen.mixer,philips
2501654,appliances.kitchen.oven,rebus
5100701,electronics.clocks,mykronoz
3801415,appliances.iron,dexp
5800192,electronics.audio.subwoofer,jvc
3701254,appliances.environment.vacuum,thomas
6700738,computers.components.videocards,asus
11200189,appliances.personal.scales,bbk
9200403,computers.peripherals.keyboard,kingston
3900774,appliances.environment.water_heater,artel
6200261,appliances.environment.air_heater,midea
2401817,appliances.kitchen.hood,samsung
1307489,computers.notebook,xiaomi
100003581,electronics.clocks,armani
6400290,computers.components.cpu,intel
1004949,electronics.smartphone,oneplus
3801135,appliances.iron,elenberg
6700582,computers.components.videocards,palit
3701249,appliances.environment.vacuum,vitek
1005030,electronics.smartphone,xiaomi
1307367,computers.notebook,hp
17000006,computers.desktop,sv
11600418,computers.desktop,defender
3600980,appliances.kitchen.washer,indesit
1801832,electronics.video.tv,shivaki
6701117,computers.components.videocards,powercolor
5801203,electronics.audio.subwoofer,hertz
28401292,accessories.bag,karya
4803836,electronics.audio.headphone,akg
5000346,appliances.sewing_machine,leader
3700465,appliances.environment.vacuum,bosch
1004403,electronics.smartphone,xiaomi
2900556,appliances.kitchen.microwave,lg
3601074,appliances.kitchen.washer,artel
1306987,computers.notebook,asus
3900535,appliances.environment.water_heater,electrolux
3900726,appliances.environment.water_heater,thermex
5200132,computers.ebooks,pocketbook
21406472,electronics.clocks,armani
1201466,electronics.tablet,samsung
1801844,electronics.video.tv,sony
5200100,computers.ebooks,amazon
6400229,computers.components.cpu,intel
3601139,appliances.kitchen.washer,renova
2800533,appliances.kitchen.refrigerators,hansa
5000551,appliances.sewing_machine,brother
1307307,computers.notebook,hp
19300068,appliances.ironing_board,nika
2701460,appliances.kitchen.refrigerators,haier
4802201,electronics.audio.headphone,sony
1004129,electronics.smartphone,xiaomi
6301975,appliances.kitchen.kettle,smile
3801147,appliances.iron,tefal
1003566,electronics.smartphone,xiaomi
1005197,electronics.smartphone,htc
12600047,appliances.kitchen.grill,first
6500998,computers.components.motherboard,asrock
2500223,appliances.kitchen.oven,hansa
36000006,appliances.kitchen.kettle,vinzer
30900009,computers.components.cooler,deepcool
11100163,appliances.personal.scales,redmond
5000556,appliances.sewing_machine,brother
2401356,appliances.kitchen.hood,samsung
2700587,appliances.kitchen.refrigerators,atlant
9200768,computers.peripherals.keyboard,defender
5100888,electronics.clocks,samsung
11100216,appliances.personal.scales,scarlett
6701239,computers.components.videocards,asus
2400665,appliances.kitchen.hood,turboair
1004812,electronics.smartphone,honor
1801990,electronics.video.tv,lg
2401185,appliances.kitchen.hood,mbs
14300386,electronics.audio.music_tools.piano,denn
1004157,electronics.smartphone,samsung
1305086,computers.notebook,apple
1307446,computers.notebook,acer
3200543,appliances.kitchen.meat_grinder,unit
2800157,appliances.kitchen.refrigerators,midea
2702656,appliances.kitchen.refrigerators,haier
4600617,appliances.kitchen.dishwasher,flavia
1004309,electronics.smartphone,prestigio
100016357,appliances.kitchen.mixer,kitfort
4501501,appliances.kitchen.hob,bosch
6800220,appliances.kitchen.kettle,bosch
3800262,appliances.iron,bosch
21404528,electronics.clocks,casio
3800860,appliances.iron,redmond
1005155,electronics.smartphone,prestigio
21405900,electronics.clocks,versace
1307056,computers.notebook,apple
5100720,electronics.clocks,polar
30900631,computers.components.cooler,deepcool
14300071,electronics.audio.music_tools.piano,casio
21403072,electronics.clocks,casio
11000224,appliances.kitchen.toster,smeg
1201044,electronics.tablet,lenovo
3700907,appliances.environment.vacuum,karcher
6601116,computers.components.memory,patriot
22400214,electronics.audio.microphone,trust
6800658,computers.components.hdd,kingston
2800467,appliances.kitchen.refrigerators,haier
4802242,electronics.audio.headphone,jbl
4600535,appliances.kitchen.dishwasher,dauscher
6700615,computers.components.videocards,msi
4501173,appliances.kitchen.hob,gefest
6400242,computers.components.cpu,amd
1005259,electronics.smartphone,umi
4803024,electronics.audio.headphone,sony
6701249,computers.components.videocards,msi
3700771,appliances.environment.vacuum,samsung
4803585,electronics.audio.headphone,huawei
2400412,appliances.kitchen.hood,elikor
4501751,appliances.kitchen.hob,hotpoint-ariston
1005213,electronics.smartphone,honor
4600134,appliances.kitchen.dishwasher,bosch
3700338,appliances.environment.vacuum,samsung
3600545,appliances.kitchen.washer,samsung
6400313,computers.components.cpu,intel
19300020,appliances.ironing_board,tefal
5100917,electronics.clocks,apple
1004909,electronics.smartphone,sony
100006546,computers.peripherals.keyboard,kingston
12600042,appliances.kitchen.grill,bork
4501554,appliances.kitchen.hob,midea
14500015,appliances.kitchen.coffee_grinder,delonghi
2501782,appliances.kitchen.oven,oursson
6201128,appliances.environment.air_heater,hyundai
5801636,electronics.audio.subwoofer,pride
9200715,computers.peripherals.keyboard,defender
3700957,appliances.environment.vacuum,samsung
21406322,electronics.clocks,casio
4600692,appliances.kitchen.dishwasher,schaublorenz
14300106,electronics.audio.music_tools.piano,casio
14300078,electronics.audio.music_tools.piano,casio
5800827,electronics.audio.subwoofer,mystery
3601294,appliances.kitchen.washer,lg
6500936,computers.components.motherboard,asus
5000004,appliances.sewing_machine,brother
1306250,computers.notebook,hp
3800614,appliances.iron,tefal
11200373,appliances.personal.scales,scarlett
1201549,electronics.tablet,bq
8600156,appliances.environment.fan,tefal
1005277,electronics.smartphone,blackberry
17800522,computers.desktop,zeta
1005202,electronics.smartphone,honor
1306976,computers.notebook,hp
1004529,electronics.smartphone,samsung
4200957,appliances.environment.air_conditioner,electrolux
6201053,appliances.environment.air_heater,willmark
1307321,computers.notebook,hp
3701271,appliances.environment.vacuum,redmond
21406860,electronics.clocks,tissot
2701627,appliances.kitchen.refrigerators,lg
3701050,appliances.environment.vacuum,tefal
6200689,appliances.environment.air_heater,oasis
3100887,appliances.kitchen.blender,braun
4400500,appliances.kitchen.coffee_machine,polaris
1306257,computers.notebook,hp
3700855,appliances.environment.vacuum,bosch
3801003,appliances.iron,philips
1480422,computers.desktop,acer
3600258,appliances.kitchen.washer,atlant
1307282,computers.notebook,hp
3601560,appliances.kitchen.washer,rebus
2100099,electronics.video.tv,lg
4804444,electronics.audio.headphone,sony
1004573,electronics.smartphone,samsung
4803192,electronics.audio.headphone,xiaomi
11300044,electronics.telephone,panasonic
4800776,electronics.audio.headphone,samsung
30600079,appliances.environment.vacuum,stihl
4803943,electronics.audio.headphone,harper
8800887,electronics.telephone,inoi
3100871,appliances.kitchen.blender,vitek
4900018,appliances.kitchen.juicer,philips
11600137,computers.desktop,microlab
1305889,computers.notebook,apple
2900626,appliances.kitchen.microwave,redmond
3701252,appliances.environment.vacuum,makita
9200634,computers.peripherals.keyboard,hori
5100654,electronics.clocks,garmin
5000249,appliances.sewing_machine,brother
11300046,electronics.telephone,panasonic
30900014,computers.components.cooler,deepcool
11000096,appliances.kitchen.toster,bosch
2501143,appliances.kitchen.oven,artel
4803660,electronics.audio.headphone,sennheiser
1004402,electronics.smartphone,xiaomi
1480405,computers.desktop,lenovo
21410746,electronics.clocks,tissot
3601637,appliances.kitchen.washer,arg
6200717,appliances.environment.air_heater,oasis
3701187,appliances.environment.vacuum,vitek
3701153,appliances.environment.vacuum,arnica
2702100,appliances.kitchen.refrigerators,midea
5100829,electronics.clocks,aimoto
3100278,appliances.kitchen.blender,braun
36000069,appliances.kitchen.kettle,dauscher
1004149,electronics.smartphone,xiaomi
6301408,appliances.kitchen.kettle,tefal
3701504,appliances.environment.vacuum,dauscher
4600583,appliances.kitchen.dishwasher,indesit
1500452,computers.peripherals.printer,hp
2401243,appliances.kitchen.hood,bosch
14300342,electronics.audio.music_tools.piano,casio
3601195,appliances.kitchen.washer,beko
28401347,accessories.bag,picard
8800341,electronics.telephone,texet
5800969,electronics.audio.subwoofer,alphard
9700060,computers.components.power_supply,cougar
2501079,appliances.kitchen.oven,bosch
1600401,computers.peripherals.printer,epson
3601077,appliances.kitchen.washer,haier
1480555,computers.desktop,netechnics
21401212,electronics.clocks,orient
100002263,computers.notebook,lenovo
2401420,appliances.kitchen.hood,oasis
8700109,appliances.personal.hair_cutter,philips
2701408,appliances.kitchen.refrigerators,indesit
1701082,computers.peripherals.monitor,lg
11700261,electronics.audio.acoustic,peavey
5100361,electronics.clocks,wonlex
3900647,appliances.environment.water_heater,ariston
2501335,appliances.kitchen.oven,hansa
1401528,computers.desktop,avalon
8800998,electronics.telephone,bq
1307322,computers.notebook,hp
9101313,computers.peripherals.mouse,hyperx
2700619,appliances.kitchen.refrigerators,indesit
3701218,appliances.environment.vacuum,artel
5600064,appliances.environment.air_heater,ballu
3601127,appliances.kitchen.washer,haier
4500212,appliances.kitchen.hob,samsung
3700749,appliances.environment.vacuum,samsung
100006120,electronics.video.tv,bq
3601402,appliances.kitchen.washer,lg
4900332,appliances.kitchen.juicer,philips
28300614,accessories.wallet,petek
3100802,appliances.kitchen.blender,redmond
5100862,electronics.clocks,samsung
1600159,computers.peripherals.printer,xerox
2700257,appliances.kitchen.refrigerators,atlant
1480729,computers.desktop,pulser
1307385,computers.notebook,dell
2402570,appliances.kitchen.hood,bosch
6800943,computers.components.hdd,toshiba
100006123,computers.notebook,lenovo
1480535,computers.desktop,smart
1004808,electronics.smartphone,xiaomi
1801503,electronics.video.tv,xiaomi
1004321,electronics.smartphone,huawei
1480556,computers.desktop,netechnics
1802103,electronics.video.tv,arg
1600593,computers.peripherals.printer,epson
3701397,appliances.environment.vacuum,dyson
1004585,electronics.smartphone,jinga
1480791,computers.desktop,hp
3701025,appliances.environment.vacuum,tefal
5100749,electronics.clocks,huawei
2100029,electronics.video.tv,sony
1801542,electronics.video.tv,lg
28300696,accessories.wallet,muqajankz
2900563,appliances.kitchen.microwave,midea
8700535,appliances.personal.hair_cutter,oster
3700990,appliances.environment.vacuum,tefal
1802014,electronics.video.tv,lg
21400196,electronics.clocks,casio
2240091,electronics.audio.microphone,shure
1701478,computers.peripherals.monitor,philips
8800288,electronics.telephone,elari
1004669,electronics.smartphone,xiaomi
3701460,appliances.environment.vacuum,thomas
9200472,computers.peripherals.keyboard,ritmix
2502259,appliances.kitchen.oven,indesit
21403651,electronics.clocks,casio
3601306,appliances.kitchen.washer,dauscher
1201216,electronics.tablet,lenovo
1801837,electronics.video.tv,rebus
28401085,accessories.bag,respect
1802015,electronics.video.tv,lg
4803896,electronics.audio.headphone,jbl
1307433,computers.notebook,lenovo
6600923,computers.components.memory,geil
1306178,computers.notebook,lenovo
2401201,appliances.kitchen.hood,samsung
1004815,electronics.smartphone,honor
2300331,electronics.camera.video,gopro
1306569,computers.notebook,acer
1005081,electronics.smartphone,honor
6700940,computers.components.videocards,gigabyte
1480746,computers.desktop,pulser
4501568,appliances.kitchen.hob,midea
100015658,electronics.smartphone,samsung
6201152,appliances.environment.air_heater,hyundai
21401444,electronics.clocks,casio
3600659,appliances.kitchen.washer,atlant
1307470,computers.notebook,msi
5100268,electronics.clocks,wonlex
100002100,computers.notebook,lenovo
4803427,electronics.audio.headphone,jbl
21409611,electronics.clocks,oris
5100916,electronics.clocks,apple
2701672,appliances.kitchen.refrigerators,indesit
2501704,appliances.kitchen.oven,artel
3100821,appliances.kitchen.blender,polaris
1307568,computers.notebook,acer
6301381,appliances.kitchen.kettle,elenberg
1307003,computers.notebook,asus
1306831,computers.notebook,lenovo
2402046,appliances.kitchen.hood,hansa
4500411,appliances.kitchen.hob,gorenje
3601643,appliances.kitchen.washer,lg
12600067,appliances.kitchen.grill,redmond
6701240,computers.components.videocards,msi
1003534,electronics.smartphone,samsung
1701503,computers.peripherals.monitor,aoc
21403792,electronics.clocks,casio
5801620,electronics.audio.subwoofer,mystery
2300307,electronics.camera.video,dji
3700903,appliances.environment.vacuum,polaris
1003981,electronics.smartphone,doogee
9000228,computers.peripherals.keyboard,delux
6801106,computers.components.hdd,seagate
5801475,electronics.audio.subwoofer,avatar
3200573,appliances.kitchen.meat_grinder,dauscher
2501069,appliances.kitchen.oven,asel
1004208,electronics.smartphone,inoi
8800399,electronics.telephone,nokia
1480783,computers.desktop,smart
6400344,computers.components.cpu,amd
1004428,electronics.smartphone,huawei
3200426,appliances.kitchen.meat_grinder,moulinex
1307532,computers.notebook,hp
21403738,electronics.clocks,casio
3601177,appliances.kitchen.washer,bosch
4803403,electronics.audio.headphone,sony
11000101,appliances.kitchen.toster,philips
4804592,electronics.audio.headphone,apple
11600449,computers.desktop,sven
1307139,computers.notebook,hp
3200479,appliances.kitchen.meat_grinder,scarlett
3701170,appliances.environment.vacuum,polaris
9900399,electronics.video.projector,xiaomi
1306301,computers.notebook,hp
36000007,appliances.kitchen.kettle,vinzer
1005125,electronics.smartphone,apple
4803745,electronics.audio.headphone,sony
1307454,computers.notebook,asus
9101073,computers.peripherals.mouse,logitech
4804704,electronics.audio.headphone,beyerdynamic
4201450,appliances.environment.air_conditioner,electrolux
100006972,electronics.video.tv,samsung
100003378,accessories.bag,tonybellucci
6701230,computers.components.videocards,powercolor
5100676,electronics.clocks,xiaomi
3601339,appliances.kitchen.washer,indesit
4801628,electronics.audio.headphone,sven
3700746,appliances.environment.vacuum,arnica
21406863,electronics.clocks,tissot
3801058,appliances.iron,tefal
6400145,computers.components.cpu,intel
8700589,appliances.personal.hair_cutter,philips
5100539,electronics.clocks,wonlex
3700837,appliances.environment.vacuum,arnica
3100599,appliances.kitchen.blender,tristar
5100798,electronics.clocks,garmin
6201139,appliances.environment.air_heater,oasis
6300198,appliances.kitchen.kettle,redmond
1004405,electronics.smartphone,xiaomi
1307293,computers.notebook,msi
6800373,computers.components.hdd,transcend
3601035,appliances.kitchen.washer,indesit
18300704,accessories.bag,apple
6200547,appliances.environment.air_heater,oasis
3100632,appliances.kitchen.blender,moulinex
5100469,electronics.clocks,elari
6200260,appliances.environment.air_heater,midea
8700153,appliances.personal.hair_cutter,rowenta
3701282,appliances.environment.vacuum,karcher
1005282,electronics.smartphone,vivo
2701595,appliances.kitchen.refrigerators,haier
30901098,computers.components.cooler,aerocool
1700956,computers.peripherals.monitor,samsung
28400780,accessories.bag,baden
1600157,computers.peripherals.printer,xerox
2501075,appliances.kitchen.oven,artel
1004360,electronics.smartphone,apple
1307477,computers.notebook,lenovo
21411489,electronics.clocks,armani
5801655,electronics.audio.subwoofer,element
28300704,accessories.wallet,muqajankz
1307239,computers.notebook,hp
2700752,appliances.kitchen.refrigerators,atlant
3800807,appliances.iron,braun
1500259,computers.peripherals.printer,epson
3601022,appliances.kitchen.washer,atlant
9101361,computers.peripherals.mouse,defender
1306451,computers.notebook,apple
4502727,appliances.kitchen.hob,simfer
1307514,computers.notebook,lenovo
18500077,electronics.tablet,xp-pen
3601501,appliances.kitchen.washer,haier
1004244,electronics.smartphone,apple
1801985,electronics.video.tv,lg
9101274,computers.peripherals.mouse,defender
3800859,appliances.iron,tefal
100017046,accessories.wallet,picard
9700227,computers.components.power_supply,aerocool
3701154,appliances.environment.vacuum,tefal
5100575,electronics.clocks,apple
1600614,computers.peripherals.printer,hp
4900376,appliances.kitchen.juicer,redmond
2300099,electronics.camera.video,xiaomi
8700331,appliances.personal.hair_cutter,philips
1306708,computers.notebook,dell
6801093,computers.components.hdd,kingston
8801046,electronics.telephone,philips
1004885,electronics.smartphone,asus
2900926,appliances.kitchen.microwave,dauscher
19300073,appliances.ironing_board,perilla
6701074,computers.components.videocards,asus
3601349,appliances.kitchen.washer,artel
2701450,appliances.kitchen.refrigerators,indesit
1801891,electronics.video.tv,horizont
3901159,appliances.environment.water_heater,regent
4200879,appliances.environment.air_conditioner,midea
12600095,appliances.kitchen.grill,polaris
5000555,appliances.sewing_machine,brother
5801278,electronics.audio.subwoofer,hp
21400098,electronics.clocks,casio
1306719,computers.notebook,dell
1003416,electronics.smartphone,meizu
8700584,appliances.personal.hair_cutter,braun
6500655,computers.components.motherboard,gigabyte
2701540,appliances.kitchen.refrigerators,bosch
3700392,appliances.environment.vacuum,thomas
1201148,electronics.tablet,apple
1801915,electronics.video.tv,samsung
1201343,electronics.tablet,lenovo
5800802,electronics.audio.subwoofer,kenwood
28400721,accessories.bag,karya
21403688,electronics.clocks,orient
21405603,electronics.clocks,skagen
5000800,appliances.sewing_machine,bernina
21411995,electronics.clocks,casio
3701509,appliances.environment.vacuum,philips
1802002,electronics.video.tv,ergo
3601635,appliances.kitchen.washer,arg
5000325,appliances.sewing_machine,jaguar
1307485,computers.notebook,xiaomi
1004929,electronics.smartphone,apple
14100587,electronics.audio.acoustic,stagg
2701116,appliances.kitchen.refrigerators,samsung
8700298,appliances.personal.hair_cutter,polaris
3901190,appliances.environment.water_heater,aqua
12600073,appliances.kitchen.grill,scarlett
8700365,appliances.personal.hair_cutter,scarlett
5100533,electronics.clocks,wonlex
3900739,appliances.environment.water_heater,haier
4803866,electronics.audio.headphone,sven
2700323,appliances.kitchen.refrigerators,atlant
9200601,computers.peripherals.keyboard,x-game
1307450,computers.notebook,acer
1801573,electronics.video.tv,sony
3601472,appliances.kitchen.washer,lg
1002827,electronics.smartphone,leeco
9200499,computers.peripherals.keyboard,ritmix
5100378,electronics.clocks,xiaomi
6801085,computers.components.hdd,samsung
1005255,electronics.smartphone,xiaomi
1701166,computers.peripherals.monitor,lg
4802204,electronics.audio.headphone,audio-technica
4400371,appliances.kitchen.coffee_machine,polaris
1600040,computers.peripherals.printer,samsung
